2024-10-15 10:11:04,929 INFO    StreamThr :72880 [internal.py:wandb_internal():86] W&B internal server running at pid: 72880, started at: 2024-10-15 10:11:04.929010
2024-10-15 10:11:04,929 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: status
2024-10-15 10:11:04,944 INFO    WriterThread:72880 [datastore.py:open_for_write():85] open: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\run-etqtcl4z.wandb
2024-10-15 10:11:04,944 DEBUG   SenderThread:72880 [sender.py:send():380] send: header
2024-10-15 10:11:04,983 DEBUG   SenderThread:72880 [sender.py:send():380] send: run
2024-10-15 10:11:05,302 INFO    SenderThread:72880 [dir_watcher.py:__init__():211] watching files in: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files
2024-10-15 10:11:05,302 INFO    SenderThread:72880 [sender.py:_start_run_threads():1124] run started: etqtcl4z with start time 1729005064.92901
2024-10-15 10:11:05,307 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: check_version
2024-10-15 10:11:05,307 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: check_version
2024-10-15 10:11:05,418 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: run_start
2024-10-15 10:11:05,433 DEBUG   HandlerThread:72880 [system_info.py:__init__():32] System info init
2024-10-15 10:11:05,433 DEBUG   HandlerThread:72880 [system_info.py:__init__():47] System info init done
2024-10-15 10:11:05,433 INFO    HandlerThread:72880 [system_monitor.py:start():194] Starting system monitor
2024-10-15 10:11:05,433 INFO    SystemMonitor:72880 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-15 10:11:05,433 INFO    HandlerThread:72880 [system_monitor.py:probe():214] Collecting system info
2024-10-15 10:11:05,433 INFO    SystemMonitor:72880 [interfaces.py:start():190] Started cpu monitoring
2024-10-15 10:11:05,433 INFO    SystemMonitor:72880 [interfaces.py:start():190] Started disk monitoring
2024-10-15 10:11:05,433 INFO    SystemMonitor:72880 [interfaces.py:start():190] Started gpu monitoring
2024-10-15 10:11:05,449 INFO    SystemMonitor:72880 [interfaces.py:start():190] Started memory monitoring
2024-10-15 10:11:05,459 INFO    SystemMonitor:72880 [interfaces.py:start():190] Started network monitoring
2024-10-15 10:11:05,464 DEBUG   HandlerThread:72880 [system_info.py:probe():196] Probing system
2024-10-15 10:11:05,464 DEBUG   HandlerThread:72880 [system_info.py:_probe_git():181] Probing git
2024-10-15 10:11:05,544 DEBUG   HandlerThread:72880 [system_info.py:_probe_git():189] Probing git done
2024-10-15 10:11:05,544 DEBUG   HandlerThread:72880 [system_info.py:probe():244] Probing system done
2024-10-15 10:11:05,544 DEBUG   HandlerThread:72880 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.15', 'heartbeatAt': '2024-10-15T15:11:05.464960', 'startedAt': '2024-10-15T15:11:04.913376', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Estudiantes\\Documents\\copy\\Mamitas-Unal\\code\\trains.py', 'codePathLocal': 'code\\trains.py', 'codePath': 'code\\trains.py', 'git': {'remote': 'https://github.com/Hufrinconlo/intersedes.git', 'commit': '30f5235c79879dad53b9bb6404649a2f99847f34'}, 'email': 'hufrinconlo@unal.edu.co', 'root': 'C:/Users/Estudiantes/Documents/copy/Mamitas-Unal', 'host': 'DESKTOP-5G1CH00', 'username': 'Estudiantes', 'executable': 'C:\\Users\\Estudiantes\\miniconda3\\envs\\mamitasHugo\\python.exe', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3200.0, 'min': 0.0, 'max': 3200.0}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 0.0, 'max': 3200.0}], 'disk': {'/': {'total': 951.1415977478027, 'used': 229.16854095458984}}, 'gpu': 'NVIDIA RTX A2000 12GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A2000 12GB', 'memory_total': 12878610432}], 'memory': {'total': 63.69602584838867}}
2024-10-15 10:11:05,544 INFO    HandlerThread:72880 [system_monitor.py:probe():224] Finished collecting system info
2024-10-15 10:11:05,544 INFO    HandlerThread:72880 [system_monitor.py:probe():227] Publishing system info
2024-10-15 10:11:05,544 DEBUG   HandlerThread:72880 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-10-15 10:11:05,544 DEBUG   HandlerThread:72880 [system_info.py:_save_pip():68] Saving pip packages done
2024-10-15 10:11:05,544 DEBUG   HandlerThread:72880 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-10-15 10:11:06,317 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\conda-environment.yaml
2024-10-15 10:11:06,317 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\requirements.txt
2024-10-15 10:11:06,521 DEBUG   HandlerThread:72880 [system_info.py:_save_conda():87] Saving conda packages done
2024-10-15 10:11:06,521 INFO    HandlerThread:72880 [system_monitor.py:probe():229] Finished publishing system info
2024-10-15 10:11:06,538 DEBUG   SenderThread:72880 [sender.py:send():380] send: files
2024-10-15 10:11:06,538 INFO    SenderThread:72880 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2024-10-15 10:11:06,553 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: stop_status
2024-10-15 10:11:06,553 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: stop_status
2024-10-15 10:11:06,553 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: internal_messages
2024-10-15 10:11:06,807 DEBUG   SenderThread:72880 [sender.py:send():380] send: telemetry
2024-10-15 10:11:07,169 INFO    wandb-upload_0:72880 [upload_job.py:push():131] Uploaded file C:\Users\ESTUDI~1\AppData\Local\Temp\tmplotknpk8wandb\6odqvx8j-wandb-metadata.json
2024-10-15 10:11:07,327 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\conda-environment.yaml
2024-10-15 10:11:07,327 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\wandb-metadata.json
2024-10-15 10:11:10,857 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:11:15,893 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:11:17,054 DEBUG   SenderThread:72880 [sender.py:send():380] send: telemetry
2024-10-15 10:11:17,060 DEBUG   SenderThread:72880 [sender.py:send():380] send: telemetry
2024-10-15 10:11:17,060 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: get_summary
2024-10-15 10:11:17,060 DEBUG   SenderThread:72880 [sender.py:send():380] send: files
2024-10-15 10:11:17,060 INFO    SenderThread:72880 [sender.py:_save_file():1380] saving file model-best.h5 with policy live
2024-10-15 10:11:17,060 DEBUG   SenderThread:72880 [sender.py:send():380] send: telemetry
2024-10-15 10:11:17,408 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\output.log
2024-10-15 10:11:19,429 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\output.log
2024-10-15 10:11:19,540 DEBUG   SenderThread:72880 [sender.py:send():380] send: files
2024-10-15 10:11:19,540 INFO    SenderThread:72880 [sender.py:_save_file():1380] saving file media\graph\graph_summary_86769161dc2357ffe2d4.graph.json with policy now
2024-10-15 10:11:19,540 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:11:19,540 INFO    SenderThread:72880 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:11:20,007 INFO    wandb-upload_0:72880 [upload_job.py:push():131] Uploaded file C:\Users\ESTUDI~1\AppData\Local\Temp\tmplotknpk8wandb\nr8lcel6-media/graph/graph_summary_86769161dc2357ffe2d4.graph.json
2024-10-15 10:11:20,439 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\wandb-summary.json
2024-10-15 10:11:20,439 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\media\graph\graph_summary_86769161dc2357ffe2d4.graph.json
2024-10-15 10:11:20,439 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\media\graph
2024-10-15 10:11:20,439 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\media
2024-10-15 10:11:20,897 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:11:20,912 INFO    wandb-upload_0:72880 [upload_job.py:push():131] Uploaded file C:\Users\ESTUDI~1\AppData\Local\Temp\tmplotknpk8wandb\u886birn-media/graph/graph_summary_86769161dc2357ffe2d4.graph.json
2024-10-15 10:11:21,447 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\output.log
2024-10-15 10:11:21,494 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:21,494 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:21,504 DEBUG   SenderThread:72880 [sender.py:send():380] send: history
2024-10-15 10:11:21,504 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:11:21,504 INFO    SenderThread:72880 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:11:21,504 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:11:21,504 INFO    SenderThread:72880 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:11:21,504 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:11:21,504 INFO    SenderThread:72880 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:11:21,557 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: internal_messages
2024-10-15 10:11:21,573 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: stop_status
2024-10-15 10:11:21,573 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: stop_status
2024-10-15 10:11:22,456 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\output.log
2024-10-15 10:11:22,456 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\wandb-summary.json
2024-10-15 10:11:23,465 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\output.log
2024-10-15 10:11:25,485 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\model-best\saved_model.pb
2024-10-15 10:11:25,485 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\model-best\variables\variables.index
2024-10-15 10:11:25,485 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\model-best\variables\variables.data-00000-of-00001
2024-10-15 10:11:25,485 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\model-best\keras_metadata.pb
2024-10-15 10:11:25,485 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\model-best
2024-10-15 10:11:25,485 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\model-best\variables
2024-10-15 10:11:25,485 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\model-best\assets
2024-10-15 10:11:25,564 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: log_artifact
2024-10-15 10:11:25,564 DEBUG   SenderThread:72880 [sender.py:send_request():407] send_request: log_artifact
2024-10-15 10:11:26,490 INFO    Thread-16 :72880 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101104-etqtcl4z\files\output.log
2024-10-15 10:11:26,838 INFO    wandb-upload_0:72880 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmpsguaq605
2024-10-15 10:11:26,951 INFO    wandb-upload_3:72880 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmprw1qft6p
2024-10-15 10:11:27,157 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:27,157 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:27,234 INFO    wandb-upload_1:72880 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmpoxoernq9
2024-10-15 10:11:28,486 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:28,486 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:29,826 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:29,826 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:31,167 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:31,167 DEBUG   HandlerThread:72880 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:11:31,208 INFO    wandb-upload_2:72880 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmp4i5kb7rx
