2024-10-15 10:14:25,322 INFO    StreamThr :59760 [internal.py:wandb_internal():86] W&B internal server running at pid: 59760, started at: 2024-10-15 10:14:25.322440
2024-10-15 10:14:25,322 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: status
2024-10-15 10:14:25,330 INFO    WriterThread:59760 [datastore.py:open_for_write():85] open: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\run-invu03fw.wandb
2024-10-15 10:14:25,330 DEBUG   SenderThread:59760 [sender.py:send():380] send: header
2024-10-15 10:14:25,567 DEBUG   SenderThread:59760 [sender.py:send():380] send: run
2024-10-15 10:14:25,884 INFO    SenderThread:59760 [dir_watcher.py:__init__():211] watching files in: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\files
2024-10-15 10:14:25,884 INFO    SenderThread:59760 [sender.py:_start_run_threads():1124] run started: invu03fw with start time 1729005265.32244
2024-10-15 10:14:25,889 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: check_version
2024-10-15 10:14:25,889 DEBUG   SenderThread:59760 [sender.py:send_request():407] send_request: check_version
2024-10-15 10:14:25,983 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: run_start
2024-10-15 10:14:26,008 DEBUG   HandlerThread:59760 [system_info.py:__init__():32] System info init
2024-10-15 10:14:26,008 DEBUG   HandlerThread:59760 [system_info.py:__init__():47] System info init done
2024-10-15 10:14:26,008 INFO    HandlerThread:59760 [system_monitor.py:start():194] Starting system monitor
2024-10-15 10:14:26,012 INFO    SystemMonitor:59760 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-15 10:14:26,012 INFO    HandlerThread:59760 [system_monitor.py:probe():214] Collecting system info
2024-10-15 10:14:26,017 INFO    SystemMonitor:59760 [interfaces.py:start():190] Started cpu monitoring
2024-10-15 10:14:26,018 INFO    SystemMonitor:59760 [interfaces.py:start():190] Started disk monitoring
2024-10-15 10:14:26,030 INFO    SystemMonitor:59760 [interfaces.py:start():190] Started gpu monitoring
2024-10-15 10:14:26,033 DEBUG   HandlerThread:59760 [system_info.py:probe():196] Probing system
2024-10-15 10:14:26,037 INFO    SystemMonitor:59760 [interfaces.py:start():190] Started memory monitoring
2024-10-15 10:14:26,046 INFO    SystemMonitor:59760 [interfaces.py:start():190] Started network monitoring
2024-10-15 10:14:26,046 DEBUG   HandlerThread:59760 [system_info.py:_probe_git():181] Probing git
2024-10-15 10:14:26,139 DEBUG   HandlerThread:59760 [system_info.py:_probe_git():189] Probing git done
2024-10-15 10:14:26,139 DEBUG   HandlerThread:59760 [system_info.py:probe():244] Probing system done
2024-10-15 10:14:26,139 DEBUG   HandlerThread:59760 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.15', 'heartbeatAt': '2024-10-15T15:14:26.037944', 'startedAt': '2024-10-15T15:14:25.314365', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Estudiantes\\Documents\\copy\\Mamitas-Unal\\code\\trains.py', 'codePathLocal': 'code\\trains.py', 'codePath': 'code\\trains.py', 'git': {'remote': 'https://github.com/Hufrinconlo/intersedes.git', 'commit': '30f5235c79879dad53b9bb6404649a2f99847f34'}, 'email': 'hufrinconlo@unal.edu.co', 'root': 'C:/Users/Estudiantes/Documents/copy/Mamitas-Unal', 'host': 'DESKTOP-5G1CH00', 'username': 'Estudiantes', 'executable': 'C:\\Users\\Estudiantes\\miniconda3\\envs\\mamitasHugo\\python.exe', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3200.0, 'min': 0.0, 'max': 3200.0}, 'cpu_freq_per_core': [{'current': 3200.0, 'min': 0.0, 'max': 3200.0}], 'disk': {'/': {'total': 951.1415977478027, 'used': 229.4859733581543}}, 'gpu': 'NVIDIA RTX A2000 12GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A2000 12GB', 'memory_total': 12878610432}], 'memory': {'total': 63.69602584838867}}
2024-10-15 10:14:26,139 INFO    HandlerThread:59760 [system_monitor.py:probe():224] Finished collecting system info
2024-10-15 10:14:26,140 INFO    HandlerThread:59760 [system_monitor.py:probe():227] Publishing system info
2024-10-15 10:14:26,140 DEBUG   HandlerThread:59760 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-10-15 10:14:26,141 DEBUG   HandlerThread:59760 [system_info.py:_save_pip():68] Saving pip packages done
2024-10-15 10:14:26,141 DEBUG   HandlerThread:59760 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-10-15 10:14:26,890 INFO    Thread-16 :59760 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\files\conda-environment.yaml
2024-10-15 10:14:26,891 INFO    Thread-16 :59760 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\files\requirements.txt
2024-10-15 10:14:27,107 DEBUG   HandlerThread:59760 [system_info.py:_save_conda():87] Saving conda packages done
2024-10-15 10:14:27,107 INFO    HandlerThread:59760 [system_monitor.py:probe():229] Finished publishing system info
2024-10-15 10:14:27,122 DEBUG   SenderThread:59760 [sender.py:send():380] send: files
2024-10-15 10:14:27,122 INFO    SenderThread:59760 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2024-10-15 10:14:27,124 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: stop_status
2024-10-15 10:14:27,124 DEBUG   SenderThread:59760 [sender.py:send_request():407] send_request: stop_status
2024-10-15 10:14:27,124 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: internal_messages
2024-10-15 10:14:27,573 DEBUG   SenderThread:59760 [sender.py:send():380] send: telemetry
2024-10-15 10:14:27,894 INFO    Thread-16 :59760 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\files\conda-environment.yaml
2024-10-15 10:14:27,894 INFO    Thread-16 :59760 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\files\wandb-metadata.json
2024-10-15 10:14:27,928 INFO    wandb-upload_0:59760 [upload_job.py:push():131] Uploaded file C:\Users\ESTUDI~1\AppData\Local\Temp\tmpf8liwa_gwandb\40txmo8v-wandb-metadata.json
2024-10-15 10:14:30,614 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:14:32,661 DEBUG   SenderThread:59760 [sender.py:send():380] send: telemetry
2024-10-15 10:14:32,661 DEBUG   SenderThread:59760 [sender.py:send():380] send: telemetry
2024-10-15 10:14:32,661 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: get_summary
2024-10-15 10:14:32,661 DEBUG   SenderThread:59760 [sender.py:send():380] send: files
2024-10-15 10:14:32,662 INFO    SenderThread:59760 [sender.py:_save_file():1380] saving file model-best.h5 with policy live
2024-10-15 10:14:32,662 DEBUG   SenderThread:59760 [sender.py:send():380] send: telemetry
2024-10-15 10:14:32,937 INFO    Thread-16 :59760 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\files\output.log
2024-10-15 10:14:34,939 INFO    Thread-16 :59760 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_101425-invu03fw\files\output.log
2024-10-15 10:14:35,787 DEBUG   HandlerThread:59760 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:14:36,696 DEBUG   SenderThread:59760 [sender.py:send():380] send: files
2024-10-15 10:14:36,696 INFO    SenderThread:59760 [sender.py:_save_file():1380] saving file media\graph\graph_summary_cf89f665932c845918f2.graph.json with policy now
